Planet Name,Discovery Year,Discovery Method,Orbital Period (days),SemiMajor Axis (AU),Mass (Jupiter Mass),Stellar_Luminosity,Right Ascension (RA),Declination (Dec),RASTR,DECSTR,GLON,GLAT,ELON,ELAT,Ri (AU),Ro (AU)
TOI-4342 b,2023,Transit,5.5382498,0.05251,0.0181,-1.127,324.3894196,-77.9791468,21h37m33.46s,-77d58m44.93s,313.85994,-34.67202,288.6933,-58.11669,1.0121983276737097,1.4582232662866212
Kepler-538 b,2016,Transit,81.73778,0.3554,0.04059,-0.179,297.4865503,49.6233975,19h49m56.77s,+49d37m24.23s,83.14184,11.64093,323.12724,68.054,0.40339468604243256,0.5811504530296813
K2-8 b,2015,Transit,10.35239,0.0856,0.0394,-0.553,169.7935178,-0.2844389,11h19m10.44s,-00d17m03.98s,260.18944,54.74227,170.73206,-4.30342,0.7090326316378343,1.0214676825113433
WASP-170 b,2018,Transit,2.34478022,0.0337,1.6,-0.114,135.4163028,-20.7203686,09h01m39.91s,-20d43m13.33s,247.5592,16.65605,145.27497,-35.85749,0.32192602199319587,0.4637826426491633
WASP-171 b,2019,Transit,3.8186244,0.0504,1.084,0.672,171.8450533,-44.0887035,11h27m22.81s,-44d05m19.33s,287.37115,16.22854,194.45125,-42.75661,0.7816067367347155,1.1260215487733292
WASP-175 b,2019,Transit,3.0652907,0.04403,0.99,0.789,166.3187996,-34.1227453,11h05m16.51s,-34d07m21.88s,279.08815,23.78659,183.09154,-36.33905,0.8469195518304719,1.2201144394207533
PZ Tel b,2023,Imaging,44000.0,27.0,27.0,0.007,283.2745823,-50.1808952,18h53m05.90s,-50d10m51.22s,346.15058,-20.75401,279.51023,-27.17912,0.07977240352174655,0.11492409307804574
TOI-2589 b,2023,Transit,61.6277,0.3,3.5,-0.004,107.4881501,-37.230948,07h09m57.16s,-37d13m51.41s,248.51284,-12.6327,117.67873,-59.00099,0.06030226891555272,0.08687444855261388
K2-316 c,2020,Transit,5.26,0.0582,0.0126,-1.83,233.6247336,-23.2594663,15h34m29.94s,-23d15m34.08s,344.82551,26.05405,236.89375,-3.90309,1.2898202834644692,1.858179267099718
TOI-544 b,2022,Transit,1.548351,0.0251,0.015,-0.9,82.2900716,-0.3428983,05h29m09.62s,-00d20m34.43s,203.53877,-18.38577,81.58441,-23.55723,0.9045340337332909,1.3031167282892082
WASP-28 b,2014,Transit,3.40883495,0.0442,0.889,0.15,353.6162694,-1.5799849,23h34m27.90s,-01d34m47.95s,83.8604,-58.48637,353.5101,1.08372,0.3692744729379982,0.5319951765989315
Kepler-454 c,2015,Radial Velocity,524.19,1.287,4.51,0.032,287.4786474,38.2290751,19h09m54.88s,+38d13m44.67s,69.4411,13.05368,298.12714,59.97284,0.17056057308448835,0.24571804673358047
GJ 357 c,2019,Radial Velocity,9.1247,0.061,0.0107,-1.798,144.0074644,-21.6650634,09h36m01.79s,-21d39m54.23s,253.88843,22.08045,154.77055,-33.77741,1.2784934315613259,1.8418612407531354
GJ 9827 b,2017,Transit,1.2089819,0.0188,0.01617,-0.942,351.7717763,-1.2853435,23h27m05.23s,-01d17m07.24s,81.34803,-57.18299,351.93155,2.08221,0.925399176768402,1.3331760913570412
K2-38 c,2016,Transit,10.56103,0.0959,0.02328,0.037,240.0333095,-23.1894196,16h00m07.99s,-23d11m21.91s,349.62852,22.1208,242.63504,-2.55161,0.18340219092574558,0.26421832024808
HD 3167 e,2022,Radial Velocity,96.63,0.3885,0.02646,-0.27,8.7401487,4.3807215,00h34m57.64s,+04d22m50.60s,115.11108,-58.2406,9.74901,0.56228,0.4954336943068623,0.7137464271463297
WASP-44 b,2011,Transit,2.423804,0.03453,0.87,-0.198,3.9032733,-11.9382645,00h15m36.79s,-11d56m17.75s,92.23763,-72.63944,358.75315,-12.49065,0.4242640687119285,0.6112159239257248
K2-222 b,2018,Transit,15.38857,0.1206,0.02737,0.139,16.4625203,11.7537171,01h05m51.00s,+11d45m13.38s,128.53772,-50.96109,19.66406,4.38938,0.3554766326548573,0.5121173214639358
Kepler-1834 c,2023,Transit,0.76669152,0.015,0.00624,-0.577,294.6646789,39.7838461,19h38m39.52s,+39d47m01.85s,73.37626,8.73475,309.70162,59.86894,0.7242551032236186,1.043397932374326
Kepler-454 d,2023,Radial Velocity,4073.0,5.1,2.31,0.032,287.4786474,38.2290751,19h09m54.88s,+38d13m44.67s,69.4411,13.05368,298.12714,59.97284,0.17056057308448835,0.24571804673358047
K2-141 c,2018,Transit,7.7485,0.0683,0.02517,-0.75,350.9170464,-1.1891827,23h23m40.09s,-01d11m21.06s,80.19878,-56.5953,351.18323,2.50692,0.8257228238447705,1.1895773785772161
Kepler-1991 c,2023,Transit,22.79020351,0.1528,0.0224,-0.108,285.0360506,45.0709909,19h00m08.65s,+45d04m15.57s,75.23947,17.39498,298.0256,67.05291,0.3133397807202561,0.4514128763179672
Kepler-297 d,2023,Transit,150.0189511,0.523,282.0,-0.096,283.2091605,48.7776156,18h52m50.20s,+48d46m39.42s,78.46058,19.83985,297.48376,70.95879,0.29541957835039856,0.4255961412791452
AU Mic b,2020,Transit,8.4629991,0.0645,0.0633,-1.046,311.2911369,-31.34245,20h45m09.87s,-31d20m32.82s,12.65304,-36.80401,305.30682,-12.82465,0.9751456767627547,1.404843374067151
Kepler-1988 b,2023,Transit,11.49500229,0.1038,0.0093,0.582,298.6738034,43.7955099,19h54m41.71s,+43d47m43.84s,78.38825,8.07743,318.55905,62.48468,0.7273863547599096,1.0479089691128565
Kepler-210 c,2014,Transit,7.972513,0.07,0.0401,-0.799,292.5034196,43.0832188,19h30m00.82s,+43d04m59.59s,75.60062,11.68733,308.82104,63.52067,0.8522696969643098,1.2278221246627383
TOI-620 b,2022,Transit,5.0988179,0.04825,0.0428,-1.288,142.1734459,-12.1671652,09h28m41.63s,-12d10m01.79s,244.78968,27.07122,148.87365,-25.58432,1.0820855284630189,1.5589062445334174
TOI-942 b,2020,Transit,4.32421,0.04866,2.6,-0.359,76.6496172,-20.2456126,05h06m35.91s,-20d14m44.21s,220.9805,-31.77457,72.79701,-42.89105,0.5712824488496354,0.823017916309261
Kepler-1118 b,2016,Transit,38.6715075,0.2079,0.025,-0.06,299.9656619,44.1608805,19h59m51.76s,+44d09m39.17s,79.18243,7.46221,320.71897,62.4245,0.23354968324845687,0.33646329245522655
Kepler-1303 b,2016,Transit,7.56127224,0.0751,0.00819,-0.002,284.287147,42.3555784,18h57m08.92s,+42d21m20.08s,72.38708,16.90728,295.11557,64.55416,0.04264014327112209,0.06142951168339512
Kepler-1328 b,2016,Transit,4.52158888,0.0529,0.00284,0.228,284.6753857,44.4177225,18h58m42.09s,+44d25m03.80s,74.50415,17.39709,296.97369,66.4881,0.45527214638359687,0.6558877032276814
Kepler-1306 b,2016,Transit,16.29595382,0.123,0.0136,-0.063,294.4783627,46.9458638,19h37m54.81s,+46d56m45.11s,79.76901,12.17061,315.35404,66.57225,0.2393172105652397,0.3447722792341372
Kepler-1254 d,2016,Transit,5.72717226,0.0575,0.00714,-0.572,285.1733174,48.7700099,19h00m41.60s,+48d46m12.04s,78.91187,18.61756,301.23434,70.56841,0.7211102550927978,1.0388673077053043
Kepler-172 b,2014,Transit,2.940309,0.04,0.0193,-0.032,283.3684093,41.821839,18h53m28.42s,+41d49m18.62s,71.60688,17.34751,293.30669,64.18333,0.17056057308448835,0.24571804673358047
Kepler-173 c,2014,Transit,8.005777,0.074,0.0204,0.074,294.6466171,41.8840952,19h38m35.19s,+41d53m02.74s,75.2479,9.73401,311.15042,61.848,0.2593698657761292,0.3736611319222725
Kepler-174 d,2014,Transit,247.35373,0.677,0.0171,-0.57,287.4389454,43.8320052,19h09m45.35s,+43d49m55.22s,74.71852,15.33905,301.27278,65.38892,0.7198484689028782,1.0370495157480222
Kepler-178 b,2014,Transit,9.576694,0.085,0.0275,-0.208,287.1010275,46.8964033,19h08m24.25s,+46d53m47.05s,77.56786,16.73486,303.05274,68.38234,0.4348458452036872,0.6264605575682153
Kepler-178 c,2014,Transit,20.552802,0.142,0.0272,-0.208,287.1010275,46.8964033,19h08m24.25s,+46d53m47.05s,77.56786,16.73486,303.05274,68.38234,0.4348458452036872,0.6264605575682153
Kepler-159 c,2014,Transit,43.595792,0.218,0.0363,-0.754,297.0702037,40.868734,19h48m16.85s,+40d52m07.44s,75.22984,7.65134,313.90691,60.24835,0.8279218232747253,1.1927453665531307
WASP-42 b,2012,Transit,4.9816819,0.0561,0.527,-0.361,192.981203,-42.0736165,12h51m55.49s,-42d04m25.02s,303.02858,20.79804,210.11006,-33.26179,0.5728715546977509,0.8253072612498318
Kepler-1609 b,2016,Transit,114.34219,0.4679,0.0175,0.484,290.1465356,39.6658026,19h20m35.17s,+39d39m56.89s,71.67209,11.78036,302.94374,60.82122,0.6633249580710799,0.9556189340787525
Kepler-1622 b,2016,Transit,10.8118737,0.0994,0.00869,0.373,297.3288329,47.815459,19h49m18.92s,+47d48m55.65s,81.47197,10.86809,320.67107,66.51191,0.5823151286811198,0.8389121437347657
Kepler-184 c,2014,Transit,20.303005,0.141,0.028,-0.225,291.9518784,43.0746172,19h27m48.45s,+43d04m28.62s,75.41102,12.04501,307.96619,63.64884,0.45226701686664544,0.6515583641446041
Kepler-183 c,2014,Transit,11.637071,0.103,0.112,0.026,293.5308112,39.3159329,19h34m07.39s,+39d18m57.36s,72.54342,9.28857,307.7608,59.70827,0.15374122295716147,0.2214872542011953
Kepler-191 b,2014,Transit,9.939632,0.087,0.00742,-0.414,291.1833211,45.3230937,19h24m44.00s,+45d19m23.14s,77.2472,13.51221,308.56677,65.94967,0.6134848297746541,0.8838167657787999
Kepler-194 b,2014,Transit,2.092281,0.032,0.00909,0.043,291.971429,47.8640498,19h27m53.14s,+47d51m50.58s,79.85362,14.09794,312.30049,68.10159,0.19771421064483222,0.2848369278582012
Kepler-194 d,2014,Transit,52.814973,0.275,0.02,0.043,291.971429,47.8640498,19h27m53.14s,+47d51m50.58s,79.85362,14.09794,312.30049,68.10159,0.19771421064483222,0.2848369278582012
Kepler-197 c,2014,Transit,10.349695,0.09,0.017,0.222,295.2264739,50.5592348,19h40m54.35s,+50d33m33.25s,83.30414,13.35928,320.89506,69.57907,0.4492417854765759,0.647200065303073
Kepler-105 c,2014,Transit,7.1262,0.0711,0.01447,0.097,287.8872376,46.2761224,19h11m32.94s,+46d16m34.04s,77.18475,15.99895,303.89122,67.62203,0.2969542358374741,0.42780704520207274
Kepler-218 b,2014,Transit,3.619337,0.046,0.00879,0.009,295.4128785,46.2665801,19h41m39.09s,+46d15m59.69s,79.45283,11.2887,316.10191,65.68793,0.09045340337332908,0.13031167282892078
Kepler-218 c,2014,Transit,44.699576,0.248,0.0315,0.009,295.4128785,46.2665801,19h41m39.09s,+46d15m59.69s,79.45283,11.2887,316.10191,65.68793,0.09045340337332908,0.13031167282892078
Kepler-219 b,2014,Transit,4.585512,0.057,0.0283,0.214,288.7389481,46.7625929,19h14m57.35s,+46d45m45.33s,77.88787,15.64895,305.77689,67.88771,0.44107307166211646,0.6354318097999662
Kepler-198 d,2016,Transit,1.31184443,0.0229,0.0093,-0.109,290.6731326,38.6910045,19h22m41.55s,+38d41m27.62s,70.95869,10.98805,303.18384,59.77112,0.3147870853305597,0.45349793534093463
EPIC 220674823 b,2016,Transit,0.571292,0.01326,0.02583,-0.119,13.0800239,10.7947051,00h52m19.21s,+10d47m40.94s,123.28442,-52.07644,16.22269,4.78443,0.32891004572955534,0.473844174689098
Kepler-1637 b,2016,Transit,6.10960324,0.0596,0.00201,0.023,282.2368006,48.1542016,18h48m56.83s,+48d09m15.13s,77.61218,20.25106,295.10039,70.5291,0.14459976109624423,0.20831760946951733
Kepler-1616 b,2016,Transit,6.76284377,0.0761,0.00328,0.638,286.5436691,45.3048716,19h06m10.48s,+45d18m17.54s,75.87728,16.49419,300.81044,66.98305,0.7615773105863908,1.0971661610283376
Kepler-220 e,2014,Transit,45.902733,0.226,0.00733,-0.676,291.5060432,46.8956262,19h26m01.45s,+46d53m44.25s,78.81162,13.97444,310.54194,67.33175,0.7839294959021854,1.1293678311839803
Kepler-223 b,2014,Transit,7.38449,0.0756,0.02328,0.371,298.3183909,47.2794824,19h53m16.41s,+47d16m46.14s,81.32513,10.02398,321.53007,65.72929,0.5807518637703432,0.8366600265340756
Kepler-223 c,2014,Transit,9.84564,0.0916,0.01605,0.371,298.3183909,47.2794824,19h53m16.41s,+47d16m46.14s,81.32513,10.02398,321.53007,65.72929,0.5807518637703432,0.8366600265340756
K2-316 b,2020,Transit,1.133,0.0147,0.00733,-1.83,233.6247336,-23.2594663,15h34m29.94s,-23d15m34.08s,344.82551,26.05405,236.89375,-3.90309,1.2898202834644692,1.858179267099718
K2-322 b,2020,Transit,8.205,0.0594,0.0137,-1.039,156.6226981,4.7640203,10h26m29.45s,+04d45m50.47s,239.34592,48.87164,156.59733,-4.65108,0.9718772836862967,1.4001347644032576
Kepler-1624 b,2016,Transit,3.29030452,0.0327,0.0867,-1.323,292.5798564,37.3762616,19h30m19.17s,+37d22m34.54s,70.4517,9.05558,305.24692,58.08397,1.0966892325208963,1.5799450671128852
Kepler-17 b,2011,Transit,1.4857108,0.02591,2.45,0.012,298.3952437,47.8149865,19h53m34.86s,+47d48m53.95s,81.82493,10.24166,322.24844,66.17969,0.1044465935734187,0.15047095877265573
XO-7 b,2019,Transit,2.8641424,0.04421,0.709,0.431,277.4780753,85.2333208,18h29m54.74s,+85d13m59.95s,117.58141,27.47379,88.06531,71.27715,0.6259538176400731,0.9017802100122908
HD 184010 d,2022,Radial Velocity,836.4,1.92,0.45,1.117,292.8401421,26.6172796,19h31m21.63s,+26d37m02.21s,60.99426,3.8068,300.98859,47.62886,1.0076976458514455,1.4517393601508919
Kepler-1643 b,2016,Transit,5.342657,0.0531,0.0189,-0.472,300.4310076,44.7510129,20h01m43.44s,+44d45m03.65s,79.86512,7.4819,321.92363,62.81135,0.6550503103509753,0.9436980649211107
KOI-7368 b,2022,Transit,6.8430344,0.0678,0.0175,-0.316,293.9476365,48.0652589,19h35m47.43s,+48d03m54.93s,80.62989,12.99257,315.72433,67.73865,0.5359782899266791,0.772156988632713
KOI-7913 b,2022,Transit,24.278553,0.1456,0.0191,-0.768,286.7485252,45.1587234,19h06m59.65s,+45d09m31.40s,75.79314,16.30536,301.05022,66.80131,0.8355727485873496,1.2037676701812459
Kepler-1645 b,2016,Transit,16.1779561,0.1285,0.012,0.336,297.4795142,48.418582,19h49m55.08s,+48d25m06.90s,82.0602,11.06907,321.60595,66.99952,0.5526794237662059,0.7962174728997997
GJ 357 d,2019,Radial Velocity,55.661,0.204,0.01919,-1.798,144.0074644,-21.6650634,09h36m01.79s,-21d39m54.23s,253.88843,22.08045,154.77055,-33.77741,1.2784934315613259,1.8418612407531354
EPIC 229004835 b,2023,Transit,16.141132,0.1237,0.03272,0.03,186.4860415,-1.4047214,12h25m56.65s,-01d24m17.00s,289.77763,60.81426,186.50682,1.28515,0.1651445647689541,0.23791547571544322
HD 63433 b,2020,Transit,7.10793,0.0719,0.0166,-0.123,117.4793699,27.3631342,07h49m55.05s,+27d21m47.28s,193.28189,24.14746,114.34078,6.21662,0.3343922574136276,0.48174212157347546
K2-110 b,2017,Transit,13.86375,0.10207,0.05003,-0.567,207.3497402,-12.2849182,13h49m23.94s,-12d17m05.71s,324.42967,48.1527,209.76904,-0.9542,0.7179516316957191,1.0343168377024117
Kepler-202 c,2014,Transit,16.282493,0.113,0.0128,-0.638,282.9734874,41.3217991,18h51m53.64s,+41d19m18.48s,71.00646,17.44261,292.4126,63.7551,0.7615773105863908,1.0971661610283376
Kepler-264 b,2014,Transit,40.806231,0.249,0.0348,0.689,292.044628,37.3761861,19h28m10.71s,+37d22m34.27s,70.25469,9.43386,304.47855,58.2056,0.7914313844949771,1.1401754250991378
Kepler-166 d,2016,Transit,1.55400393,0.0246,0.0115,-0.385,293.1600977,48.8812074,19h32m38.42s,+48d52m52.35s,81.14899,13.81924,315.3989,68.6996,0.5916079783099616,0.8522998852162439
Kepler-213 b,2014,Transit,2.46236,0.036,0.0102,0.082,290.8241931,44.6472832,19h23m17.81s,+44d38m50.22s,76.507,13.45626,307.42012,65.40358,0.273030134866931,0.39334079515361164
Kepler-278 c,2014,Transit,51.078775,0.294,0.0396,0.62,290.1072124,38.7022694,19h20m25.73s,+38d42m08.17s,70.77221,11.39023,302.34507,59.90378,0.7507571935295483,1.0815781621106804
Kepler-280 b,2014,Transit,2.139542,0.032,0.00849,-0.064,291.3905325,42.1804735,19h25m33.73s,+42d10m49.70s,74.40417,12.02527,306.44714,62.93884,0.2412090756622109,0.3474977942104555
Kepler-264 c,2014,Transit,140.101261,0.566,0.0264,0.689,292.044628,37.3761861,19h28m10.71s,+37d22m34.27s,70.25469,9.43386,304.47855,58.2056,0.7914313844949771,1.1401754250991378
Kepler-231 b,2014,Transit,10.065275,0.074,0.111,-1.036,293.9733913,50.531846,19h35m53.61s,+50d31m54.65s,82.91642,14.06137,318.83625,69.93611,0.9704731741878194,1.3981119344072832
Kepler-233 c,2014,Transit,60.418955,0.287,0.0245,-0.328,296.3665054,51.3194548,19h45m27.96s,+51d19m10.04s,84.33493,13.06442,323.78784,69.87858,0.546060269733862,0.7866815903072233
Kepler-223 e,2014,Transit,19.72567,0.1455,0.0151,0.371,298.3183909,47.2794824,19h53m16.41s,+47d16m46.14s,81.32513,10.02398,321.53007,65.72929,0.5807518637703432,0.8366600265340756
Kepler-168 b,2014,Transit,4.425391,0.056,0.00859,0.361,294.7101832,39.8250437,19h38m50.44s,+39d49m30.16s,73.42971,8.72341,309.79841,59.89624,0.5728715546977509,0.8253072612498318
Kepler-233 b,2014,Transit,8.472382,0.077,0.0204,-0.328,296.3665054,51.3194548,19h45m27.96s,+51d19m10.04s,84.33493,13.06442,323.78784,69.87858,0.546060269733862,0.7866815903072233
Kepler-235 d,2014,Transit,20.060548,0.122,0.0153,-1.102,286.0790779,39.278237,19h04m18.98s,+39d16m41.65s,69.97316,14.47665,296.46864,61.24824,1.0009086780611813,1.4419588354106605
Kepler-171 b,2014,Transit,4.166972,0.05,0.0191,-0.079,296.7719082,41.7555958,19h47m05.26s,+41d45m20.14s,75.89964,8.2812,314.14828,61.15542,0.26798914496333953,0.3860784943163565
Kepler-185 c,2014,Transit,20.729042,0.139,0.0149,-0.504,282.4681674,43.8899464,18h49m52.36s,+43d53m23.81s,73.39808,18.69333,292.81635,66.34444,0.6768912897813194,0.9751632664464013
Kepler-1654 b,2018,Transit,1047.8356,2.026,0.5,0.09,282.1856949,44.4344617,18h48m44.57s,+44d26m04.06s,73.86663,19.06885,292.61124,66.91972,0.28603877677367767,0.4120816918460671
TOI-2202 b,2021,Transit,11.9101,0.09564,0.978,-0.401,51.2284214,-73.9575458,03h24m54.82s,-73d57m27.16s,290.15667,-39.12815,313.14572,-75.34258,0.6037759969934666,0.8698297382734771
Kepler-173 b,2014,Transit,4.263742,0.048,0.00696,0.074,294.6466171,41.8840952,19h38m35.19s,+41d53m02.74s,75.2479,9.73401,311.15042,61.848,0.2593698657761292,0.3736611319222725
Kepler-194 c,2014,Transit,17.308032,0.131,0.0227,0.043,291.971429,47.8640498,19h27m53.14s,+47d51m50.58s,79.85362,14.09794,312.30049,68.10159,0.19771421064483222,0.2848369278582012
Kepler-1661 b,2020,Transit,175.06,0.633,0.05349,-0.513,285.1670927,41.9669383,19h00m40.10s,+41d58m00.98s,72.26462,16.15714,296.36893,64.02419,0.6829082195753953,0.9838315548415221
GJ 887 c,2020,Radial Velocity,21.789,0.12,0.02391,-1.434,346.4668274,-35.8530693,23h05m52.04s,-35d51m11.0s,5.10081,-65.95709,332.68432,-27.51181,1.1417689624597278,1.64488916871578
Kepler-238 e,2013,Transit,23.654,0.1658,0.534,0.43,287.8971066,40.6378141,19h11m35.31s,+40d38m16.13s,71.83506,13.74892,300.0271,62.22403,0.6252272314199782,0.9007334537569819
Kepler-175 b,2014,Transit,11.903515,0.105,0.0223,0.194,289.553232,43.876116,19h18m12.78s,+43d52m34.02s,75.39446,13.96113,304.769,64.97267,0.4199567077254944,0.605010525403531
Kepler-175 c,2014,Transit,34.035257,0.213,0.0308,0.194,289.553232,43.876116,19h18m12.78s,+43d52m34.02s,75.39446,13.96113,304.769,64.97267,0.4199567077254944,0.605010525403531
Kepler-176 b,2014,Transit,5.433074,0.058,0.00829,-0.404,294.6679021,43.8532104,19h38m40.30s,+43d51m11.56s,77.02616,10.63645,312.744,63.67729,0.6060303022726894,0.8730774026072352
Kepler-222 d,2014,Transit,28.081912,0.18,0.0415,-0.338,287.9060885,46.9377479,19h11m37.46s,+46d56m15.89s,77.8255,16.24184,304.49693,68.24343,0.5543218625245872,0.7985836518841365
Kepler-24 c,2011,Transit,12.3335,0.106,1.6,0.064,290.4132621,38.3437283,19h21m39.18s,+38d20m37.42s,70.54989,11.01831,302.60761,59.49349,0.2412090756622109,0.3474977942104555
Kepler-241 b,2014,Transit,12.718092,0.094,0.019,-0.607,292.9131121,41.0609786,19h31m39.15s,+41d03m39.52s,73.89816,10.50791,307.98677,61.51257,0.7428446552396953,1.0701789658126926
Kepler-180 b,2014,Transit,13.817124,0.109,0.00899,-0.132,295.5712566,49.774514,19h42m17.10s,+49d46m28.25s,82.68811,12.80745,320.37993,68.78468,0.34641016151377546,0.49905571209393534
Kepler-182 b,2014,Transit,9.825792,0.096,0.0226,0.344,289.8301128,50.5862025,19h19m19.23s,+50d35m10.33s,81.84308,16.48159,311.82681,71.15721,0.5592202363356253,0.8056404928835099
Kepler-251 b,2014,Transit,4.790936,0.053,0.00733,-0.172,296.5662171,44.1058077,19h46m15.89s,+44d06m20.91s,77.9071,9.55133,315.79028,63.38327,0.39542842128966443,0.5696738557164024
Kepler-189 b,2014,Transit,10.399931,0.088,0.00606,-0.448,287.5646296,44.3050662,19h10m15.51s,+44d18m18.24s,75.20665,15.4413,301.81373,65.81556,0.6381792281739724,0.9193927446243659
Kepler-192 c,2014,Transit,21.2234,0.15,0.0258,-0.094,287.9179379,45.5928829,19h11m40.31s,+45d35m34.38s,76.53877,15.7141,303.38284,66.96722,0.29232609437842777,0.4211395143726574
Kepler-192 d,2016,Transit,6.47027579,0.0668,0.00328,-0.094,287.9179379,45.5928829,19h11m40.31s,+45d35m34.38s,76.53877,15.7141,303.38284,66.96722,0.29232609437842777,0.4211395143726574
Kepler-193 c,2014,Transit,50.697494,0.286,0.0252,0.1,296.4985951,46.5772484,19h45m59.66s,+46d34m38.09s,80.09004,10.77346,318.06711,65.65321,0.30151134457776363,0.4343722427630694
Kepler-1582 b,2016,Transit,4.83817712,0.0316,0.00889,-2.389,289.3765441,41.1580845,19h17m30.37s,+41d09m29.10s,72.79808,12.94693,302.64926,62.4184,1.4737089881717427,2.123098483304842
Kepler-1583 b,2016,Transit,9.32807355,0.085,0.00049,-0.018,286.3869335,47.0165188,19h05m32.86s,+47d00m59.47s,77.49514,17.23201,301.89133,68.64894,0.12792042981336627,0.18428853505018533
Kepler-1597 b,2016,Transit,2.94654179,0.0427,0.00377,0.434,288.1639687,42.4810124,19h12m39.35s,+42d28m51.64s,73.65455,14.31582,301.56032,63.94333,0.6281285334590799,0.9049132138101984
Kepler-1633 b,2016,Transit,186.404271,0.3875,0.00982,0.646,288.5151733,44.9232545,19h14m03.64s,+44d55m23.72s,76.0723,15.06382,303.86036,66.19967,0.76633721511664,1.1040235162931549
Kepler-1634 b,2016,Transit,374.876239,1.0525,0.0324,-0.265,294.043399,45.1398201,19h36m10.42s,+45d08m23.35s,77.98371,11.62186,312.9189,65.03671,0.4908249086070214,0.7071067811865476
Kepler-1635 b,2016,Transit,469.63111,1.117,0.0405,-0.28,285.3490542,45.5561768,19h01m23.77s,+45d33m22.24s,75.79691,17.366,298.91619,67.46076,0.504524979109513,0.726843784311631
Kepler-201 c,2014,Transit,151.884058,0.573,0.0267,0.348,293.626059,41.2728004,19h34m30.25s,+41d16m22.08s,74.33875,10.12709,309.19597,61.53566,0.5624621199366552,0.8103109116782925
Kepler-202 b,2014,Transit,4.069427,0.045,0.0104,-0.638,282.9734874,41.3217991,18h51m53.64s,+41d19m18.48s,71.00646,17.44261,292.4126,63.7551,0.7615773105863908,1.0971661610283376
Kepler-204 b,2014,Transit,14.400974,0.117,0.0218,0.03,285.347162,41.761845,19h01m23.32s,+41d45m42.64s,72.12006,15.95528,296.55409,63.79308,0.1651445647689541,0.23791547571544322
Kepler-207 b,2014,Transit,1.611865,0.029,0.00972,0.534,290.0305195,42.1660555,19h20m07.32s,+42d09m57.80s,73.94724,12.9292,304.3205,63.23839,0.6967456820494443,1.0037664916758882
